benefit_id,period,month,benefit_category,benefit,strategic_theme,business_unit,domain,ai_use_case_id,ai_use_case_name,executive_sponsor,product_owner,delivery_team,status,stage,maturity,actual,target,previous_period,variance_pct,ytd_value,fy_target,unit,confidence,data_source,evidence,contributing_systems,contributing_ai_models,risks,opportunities,dependencies,owner,financial_owner,last_updated,commentary,approval_status,approved_by
BI-PM-001-VALUE,2026-03,March,Financial,Annual Benefits Realised,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,53594.54,60000.0,51194.54,4.7,160783.62,720000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,"2026-03: CoreXplore contributed R value in Performance Management, linked directly to dashboard use case PM-001.",Draft,
BI-PM-001-HOURS,2026-03,March,Operational,Productivity Hours Saved,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,89.3,100.0,85.3,4.7,267.9,1200.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-03: productivity hours saved from automation/reduced manual effort for CoreXplore.,Draft,
BI-PM-001-MTTR,2026-03,March,Operational,MTTR Improvement,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,1.8,2.0,1.7,5.9,1.8,2.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-03: MTTR contribution tracked for CoreXplore in Performance Management.,Draft,
BI-PM-001-REUSE,2026-03,March,Reuse,Reuse Score,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,2.8,5,2.7,3.7,2.8,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-03: reuse potential for CoreXplore assessed against ASOC cross-domain scaling.,Draft,
BI-PM-001-VALUE,2026-04,April,Financial,Annual Benefits Realised,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,55747.17,60000.0,53347.17,4.5,222988.68,720000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,"2026-04: CoreXplore contributed R value in Performance Management, linked directly to dashboard use case PM-001.",Draft,
BI-PM-001-HOURS,2026-04,April,Operational,Productivity Hours Saved,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,92.9,100.0,88.9,4.5,371.6,1200.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-04: productivity hours saved from automation/reduced manual effort for CoreXplore.,Draft,
BI-PM-001-MTTR,2026-04,April,Operational,MTTR Improvement,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,1.9,2.0,1.8,5.6,1.9,2.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-04: MTTR contribution tracked for CoreXplore in Performance Management.,Draft,
BI-PM-001-REUSE,2026-04,April,Reuse,Reuse Score,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,2.8,5,2.7,3.7,2.8,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-04: reuse potential for CoreXplore assessed against ASOC cross-domain scaling.,Draft,
BI-PM-001-VALUE,2026-05,May,Financial,Annual Benefits Realised,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,58500.01,60000.0,56100.01,4.3,292500.05,720000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,"2026-05: CoreXplore contributed R value in Performance Management, linked directly to dashboard use case PM-001.",Draft,
BI-PM-001-HOURS,2026-05,May,Operational,Productivity Hours Saved,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,97.5,100.0,93.5,4.3,487.5,1200.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-05: productivity hours saved from automation/reduced manual effort for CoreXplore.,Draft,
BI-PM-001-MTTR,2026-05,May,Operational,MTTR Improvement,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,2.0,2.0,1.9,5.3,2.0,2.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-05: MTTR contribution tracked for CoreXplore in Performance Management.,Draft,
BI-PM-001-REUSE,2026-05,May,Reuse,Reuse Score,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,2.9,5,2.8,3.6,2.9,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-05: reuse potential for CoreXplore assessed against ASOC cross-domain scaling.,Draft,
BI-PM-001-VALUE,2026-06,June,Financial,Annual Benefits Realised,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,62356.11,60000.0,59956.11,4.0,374136.66,720000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,"2026-06: CoreXplore contributed R value in Performance Management, linked directly to dashboard use case PM-001.",Draft,
BI-PM-001-HOURS,2026-06,June,Operational,Productivity Hours Saved,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,103.9,100.0,99.9,4.0,623.4,1200.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for CoreXplore.,Draft,
BI-PM-001-MTTR,2026-06,June,Operational,MTTR Improvement,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,2.1,2.0,2.0,5.0,2.1,2.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-06: MTTR contribution tracked for CoreXplore in Performance Management.,Draft,
BI-PM-001-REUSE,2026-06,June,Reuse,Reuse Score,Reduce repetitive KPI query handling and speed up performance insight generation.,ASOC,Performance Management,PM-001,CoreXplore,Fanie Van De Merwe,Guillaume Olivier,ASOC Performance Management,Sandbox,Forecast,Managed,3.0,5,2.9,3.4,3.0,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; approximately 300 minutes per day avoided,"OAS, PM Data Platform, CoreXplore",Automation analytics,,Scale CoreXplore across additional ASOC processes and OPCOs where reusable.,Sustained PM query automation and first-level interpretation,Guillaume Olivier,ASOC Finance,2026-06-30,2026-06: reuse potential for CoreXplore assessed against ASOC cross-domain scaling.,Draft,
BI-PM-002-VALUE,2026-01,January,Financial,Annual Benefits Realised,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,35466.29,45000.0,33666.29,5.3,35466.29,540000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,"2026-01: PM: Ask ASOC contributed R value in Performance Management, linked directly to dashboard use case PM-002.",Draft,
BI-PM-002-HOURS,2026-01,January,Operational,Productivity Hours Saved,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,59.1,75.0,56.1,5.3,59.1,900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-01: productivity hours saved from automation/reduced manual effort for PM: Ask ASOC.,Draft,
BI-PM-002-MTTR,2026-01,January,Operational,MTTR Improvement,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,0.8,1.0,0.7,14.3,0.8,1.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-01: MTTR contribution tracked for PM: Ask ASOC in Performance Management.,Draft,
BI-PM-002-REUSE,2026-01,January,Reuse,Reuse Score,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,2.6,5,2.5,4.0,2.6,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-01: reuse potential for PM: Ask ASOC assessed against ASOC cross-domain scaling.,Draft,
BI-PM-002-VALUE,2026-02,February,Financial,Annual Benefits Realised,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,38240.42,45000.0,36440.42,4.9,76480.84,540000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,"2026-02: PM: Ask ASOC contributed R value in Performance Management, linked directly to dashboard use case PM-002.",Draft,
BI-PM-002-HOURS,2026-02,February,Operational,Productivity Hours Saved,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,63.7,75.0,60.7,4.9,127.4,900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for PM: Ask ASOC.,Draft,
BI-PM-002-MTTR,2026-02,February,Operational,MTTR Improvement,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,0.8,1.0,0.8,0.0,0.8,1.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-02: MTTR contribution tracked for PM: Ask ASOC in Performance Management.,Draft,
BI-PM-002-REUSE,2026-02,February,Reuse,Reuse Score,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,2.7,5,2.6,3.8,2.7,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-02: reuse potential for PM: Ask ASOC assessed against ASOC cross-domain scaling.,Draft,
BI-PM-002-VALUE,2026-03,March,Financial,Annual Benefits Realised,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,40195.91,45000.0,38395.91,4.7,120587.73,540000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,"2026-03: PM: Ask ASOC contributed R value in Performance Management, linked directly to dashboard use case PM-002.",Draft,
BI-PM-002-HOURS,2026-03,March,Operational,Productivity Hours Saved,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,67.0,75.0,64.0,4.7,201.0,900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-03: productivity hours saved from automation/reduced manual effort for PM: Ask ASOC.,Draft,
BI-PM-002-MTTR,2026-03,March,Operational,MTTR Improvement,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,0.9,1.0,0.9,0.0,0.9,1.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-03: MTTR contribution tracked for PM: Ask ASOC in Performance Management.,Draft,
BI-PM-002-REUSE,2026-03,March,Reuse,Reuse Score,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,2.8,5,2.7,3.7,2.8,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-03: reuse potential for PM: Ask ASOC assessed against ASOC cross-domain scaling.,Draft,
BI-PM-002-VALUE,2026-04,April,Financial,Annual Benefits Realised,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,41810.38,45000.0,40010.38,4.5,167241.52,540000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,"2026-04: PM: Ask ASOC contributed R value in Performance Management, linked directly to dashboard use case PM-002.",Draft,
BI-PM-002-HOURS,2026-04,April,Operational,Productivity Hours Saved,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,69.7,75.0,66.7,4.5,278.8,900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-04: productivity hours saved from automation/reduced manual effort for PM: Ask ASOC.,Draft,
BI-PM-002-MTTR,2026-04,April,Operational,MTTR Improvement,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,0.9,1.0,0.9,0.0,0.9,1.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-04: MTTR contribution tracked for PM: Ask ASOC in Performance Management.,Draft,
BI-PM-002-REUSE,2026-04,April,Reuse,Reuse Score,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,2.8,5,2.7,3.7,2.8,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-04: reuse potential for PM: Ask ASOC assessed against ASOC cross-domain scaling.,Draft,
BI-PM-002-VALUE,2026-05,May,Financial,Annual Benefits Realised,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,43875.01,45000.0,42075.01,4.3,219375.05,540000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,"2026-05: PM: Ask ASOC contributed R value in Performance Management, linked directly to dashboard use case PM-002.",Draft,
BI-PM-002-HOURS,2026-05,May,Operational,Productivity Hours Saved,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,73.1,75.0,70.1,4.3,365.5,900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-05: productivity hours saved from automation/reduced manual effort for PM: Ask ASOC.,Draft,
BI-PM-002-MTTR,2026-05,May,Operational,MTTR Improvement,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,1.0,1.0,0.9,11.1,1.0,1.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-05: MTTR contribution tracked for PM: Ask ASOC in Performance Management.,Draft,
BI-PM-002-REUSE,2026-05,May,Reuse,Reuse Score,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,2.9,5,2.8,3.6,2.9,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-05: reuse potential for PM: Ask ASOC assessed against ASOC cross-domain scaling.,Draft,
BI-PM-002-VALUE,2026-06,June,Financial,Annual Benefits Realised,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,46767.08,45000.0,44967.08,4.0,280602.48,540000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,"2026-06: PM: Ask ASOC contributed R value in Performance Management, linked directly to dashboard use case PM-002.",Draft,
BI-PM-002-HOURS,2026-06,June,Operational,Productivity Hours Saved,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,77.9,75.0,74.9,4.0,467.4,900.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for PM: Ask ASOC.,Draft,
BI-PM-002-MTTR,2026-06,June,Operational,MTTR Improvement,Enable conversational access to ASOC service performance insight.,ASOC,Performance Management,PM-002,PM: Ask ASOC,Fanie Van De Merwe,Robert Bresler,ASOC Performance Management,Prototype,Forecast,Managed,1.0,1.0,1.0,0.0,1.0,1.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in daily queries; avoidance of 15 queries per day,"OAS, PM Data Platform, CoreXplore","Rules automation, LLM assistant, predictive analytics",,Scale PM: Ask ASOC across additional ASOC processes and OPCOs where reusable.,Operational PM assistant for daily queries,Robert Bresler,ASOC Finance,2026-06-30,2026-06: MTTR contribution tracked for PM: Ask ASOC in Performance Management.,Draft,
